"fecha","tienda_id","producto","precio","unidades"
2025-01-20,"T10","Smartphone A",4999,13
2025-01-20,"T10","Smartphone B",7999,6
2025-01-20,"T10","Tablet",6499,2
2025-01-20,"T11","Audífonos",899,17
2025-01-20,"T11","Reloj",2499,5
2025-01-20,"T11","Smartphone A",4999,7
2025-01-20,"T11","Smartphone B",7999,6
2025-01-20,"T11","Tablet",6499,1
2025-01-20,"T12","Audífonos",899,27
2025-01-20,"T12","Reloj",2499,6
2025-01-20,"T12","Smartphone A",4999,8
2025-01-20,"T12","Smartphone B",7999,4
2025-01-20,"T12","Tablet",6499,5
2025-01-27,"T01","Audífonos",899,25
2025-01-27,"T01","Reloj",2499,15
2025-01-27,"T01","Smartphone A",4999,7
2025-01-27,"T01","Smartphone B",7999,6
2025-01-27,"T01","Tablet",6499,6
2025-01-27,"T02","Audífonos",899,26
2025-01-27,"T02","Reloj",2499,7
2025-01-27,"T02","Smartphone A",4999,15
2025-01-27,"T02","Smartphone B",7999,4
2025-01-27,"T02","Tablet",6499,5
2025-01-27,"T03","Audífonos",899,15
2025-01-27,"T03","Reloj",2499,10
2025-01-27,"T03","Smartphone A",4999,15
2025-01-27,"T03","Smartphone B",7999,3
2025-01-27,"T03","Tablet",6499,5
2025-01-27,"T04","Audífonos",899,21
2025-01-27,"T04","Reloj",2499,10
2025-01-27,"T04","Smartphone A",4999,14
2025-01-27,"T04","Smartphone B",7999,7
2025-01-27,"T04","Tablet",6499,2
2025-01-27,"T05","Audífonos",899,23
2025-01-27,"T05","Reloj",2499,4
2025-01-27,"T05","Smartphone A",4999,14
2025-01-27,"T05","Smartphone B",7999,3
2025-01-27,"T05","Tablet",6499,NA
2025-01-27,"T06","Audífonos",899,24
2025-01-27,"T06","Reloj",2499,9
2025-01-27,"T06","Smartphone A",4999,8
2025-01-27,"T06","Smartphone B",7999,8
2025-01-27,"T06","Tablet",6499,5
2025-01-27,"T07","Audífonos",899,25
2025-01-27,"T07","Reloj",2499,7
2025-01-27,"T07","Smartphone A",4999,17
2025-01-27,"T07","Smartphone B",7999,6
2025-01-27,"T07","Tablet",6499,2
2025-01-27,"T08","Audífonos",899,19
2025-01-27,"T08","Reloj",2499,7
2025-01-27,"T08","Smartphone A",4999,8
2025-01-27,"T08","Smartphone B",7999,6
2025-01-27,"T08","Tablet",6499,6
2025-01-27,"T09","Audífonos",899,18
2025-01-27,"T09","Reloj",2499,8
2025-01-27,"T09","Smartphone A",4999,9
2025-01-27,"T09","Smartphone B",7999,7
2025-01-27,"T09","Tablet",6499,2
2025-01-27,"T10","Audífonos",899,21
2025-01-27,"T10","Reloj",2499,17
2025-01-27,"T10","Smartphone A",4999,11
2025-01-27,"T10","Smartphone B",7999,5
2025-01-27,"T10","Tablet",6499,6
2025-01-27,"T11","Audífonos",899,16
2025-01-27,"T11","Reloj",2499,9
2025-01-27,"T11","Smartphone A",4999,11
2025-01-27,"T11","Smartphone B",7999,6
2025-01-27,"T11","Tablet",6499,4
2025-01-27,"T12","Audífonos",899,24
2025-01-27,"T12","Reloj",2499,5
2025-01-27,"T12","Smartphone A",4999,10
2025-01-27,"T12","Smartphone B",7999,2
2025-01-27,"T12","Tablet",6499,1
2025-02-03,"T01","Audífonos",899,21
2025-02-03,"T01","Reloj",2499,14
2025-02-03,"T01","Smartphone A",4999,12
2025-02-03,"T01","Smartphone B",7999,5
2025-02-03,"T01","Tablet",6499,2
2025-02-03,"T02","Audífonos",899,26
2025-02-03,"T02","Reloj",2499,5
2025-02-03,"T02","Smartphone A",4999,11
2025-02-03,"T02","Smartphone B",7999,6
2025-02-03,"T02","Tablet",6499,5
2025-02-03,"T03","Audífonos",899,23
2025-02-03,"T03","Reloj",2499,6
2025-02-03,"T03","Smartphone A",4999,11
2025-02-03,"T03","Smartphone B",7999,4
2025-02-03,"T03","Tablet",6499,2
2025-02-03,"T04","Audífonos",899,21
2025-02-03,"T04","Reloj",2499,9
2025-02-03,"T04","Smartphone A",4999,10
2025-02-03,"T04","Smartphone B",7999,11
2025-02-03,"T04","Tablet",6499,4
2025-02-03,"T05","Audífonos",899,17
2025-02-03,"T05","Reloj",2499,8
2025-02-03,"T05","Smartphone A",4999,14
2025-02-03,"T05","Smartphone B",7999,6
2025-02-03,"T05","Tablet",6499,2
2025-02-03,"T06","Audífonos",899,21
2025-02-03,"T06","Reloj",2499,8
2025-02-03,"T06","Smartphone A",4999,8
2025-02-03,"T06","Smartphone B",7999,6
2025-02-03,"T06","Tablet",6499,1
2025-02-03,"T07","Audífonos",899,22
2025-02-03,"T07","Reloj",2499,12
2025-02-03,"T07","Smartphone A",4999,13
2025-02-03,"T07","Smartphone B",7999,5
2025-02-03,"T07","Tablet",6499,4
2025-02-03,"T08","Audífonos",899,28
2025-02-03,"T08","Reloj",2499,11
2025-02-03,"T08","Smartphone A",4999,9
2025-02-03,"T08","Smartphone B",7999,3
2025-02-03,"T08","Tablet",6499,3
2025-02-03,"T09","Audífonos",899,18
2025-02-03,"T09","Reloj",2499,7
2025-02-03,"T09","Smartphone A",4999,7
2025-02-03,"T09","Smartphone B",7999,7
2025-02-03,"T09","Tablet",6499,3
2025-02-03,"T10","Audífonos",899,NA
2025-02-03,"T10","Reloj",2499,7
2025-02-03,"T10","Smartphone A",4999,11
2025-02-03,"T10","Smartphone B",7999,7
2025-02-03,"T10","Tablet",6499,2
2025-02-03,"T11","Audífonos",899,23
2025-02-03,"T11","Reloj",2499,9
2025-02-03,"T11","Smartphone A",4999,14
2025-02-03,"T11","Smartphone B",7999,7
2025-02-03,"T11","Tablet",6499,6
2025-02-03,"T12","Audífonos",899,21
2025-02-03,"T12","Reloj",2499,7
2025-02-03,"T12","Smartphone A",4999,15
2025-02-03,"T12","Smartphone B",7999,8
2025-02-03,"T12","Tablet",6499,2
2025-02-10,"T01","Audífonos",899,19
2025-02-10,"T01","Reloj",2499,6
2025-02-10,"T01","Smartphone A",4999,8
2025-02-10,"T01","Smartphone B",7999,4
2025-02-10,"T01","Tablet",6499,2
2025-02-10,"T02","Audífonos",899,19
2025-02-10,"T02","Reloj",2499,7
2025-02-10,"T02","Smartphone A",4999,15
2025-02-10,"T02","Smartphone B",7999,5
2025-02-10,"T02","Tablet",6499,6
2025-02-10,"T03","Audífonos",899,19
2025-02-10,"T03","Reloj",2499,10
2025-02-10,"T03","Smartphone A",4999,11
2025-02-10,"T03","Smartphone B",7999,8
2025-02-10,"T03","Tablet",6499,2
2025-02-10,"T04","Audífonos",899,22
2025-02-10,"T04","Reloj",2499,7
2025-02-10,"T04","Smartphone A",4999,15
2025-02-10,"T04","Smartphone B",7999,5
2025-02-10,"T04","Tablet",6499,1
2025-02-10,"T05","Audífonos",899,25
2025-02-10,"T05","Reloj",2499,5
2025-02-10,"T05","Smartphone A",4999,11
2025-02-10,"T05","Smartphone B",7999,7
2025-02-10,"T05","Tablet",6499,4
2025-02-10,"T06","Audífonos",899,16
2025-02-10,"T06","Reloj",2499,7
2025-02-10,"T06","Smartphone A",4999,16
2025-02-10,"T06","Smartphone B",7999,8
2025-02-10,"T06","Tablet",6499,4
2025-02-10,"T07","Audífonos",899,19
2025-02-10,"T07","Reloj",2499,6
2025-02-10,"T07","Smartphone A",4999,7
2025-02-10,"T07","Smartphone B",7999,6
2025-02-10,"T07","Tablet",6499,2
2025-02-10,"T08","Audífonos",899,18
2025-02-10,"T08","Reloj",2499,7
2025-02-10,"T08","Smartphone A",4999,13
2025-02-10,"T08","Smartphone B",7999,5
2025-02-10,"T08","Tablet",6499,3
2025-02-10,"T09","Audífonos",899,20
2025-02-10,"T09","Reloj",2499,7
2025-02-10,"T09","Smartphone A",4999,13
2025-02-10,"T09","Smartphone B",7999,2
2025-02-10,"T09","Tablet",6499,5
2025-02-10,"T10","Audífonos",899,21
2025-02-10,"T10","Reloj",2499,9
2025-02-10,"T10","Smartphone A",4999,12
2025-02-10,"T10","Smartphone B",7999,3
2025-02-10,"T10","Tablet",6499,1
2025-02-10,"T11","Audífonos",899,22
2025-02-10,"T11","Reloj",2499,8
2025-02-10,"T11","Smartphone A",4999,12
2025-02-10,"T11","Smartphone B",7999,7
2025-02-10,"T11","Tablet",6499,5
2025-02-10,"T12","Audífonos",899,16
2025-02-10,"T12","Reloj",2499,8
2025-02-10,"T12","Smartphone A",4999,9
2025-02-10,"T12","Smartphone B",7999,4
2025-02-10,"T12","Tablet",6499,4
2025-02-17,"T01","Audífonos",899,21
2025-02-17,"T01","Reloj",2499,7
2025-02-17,"T01","Smartphone A",4999,8
2025-02-17,"T01","Smartphone B",7999,NA
2025-02-17,"T01","Tablet",6499,4
2025-02-17,"T02","Audífonos",899,21
2025-02-17,"T02","Reloj",2499,10
2025-02-17,"T02","Smartphone A",4999,4
2025-02-17,"T02","Smartphone B",7999,9
2025-02-17,"T02","Tablet",6499,5
2025-02-17,"T03","Audífonos",899,16
2025-02-17,"T03","Reloj",2499,8
2025-02-17,"T03","Smartphone A",4999,10
2025-02-17,"T03","Smartphone B",7999,2
2025-02-17,"T03","Tablet",6499,6
2025-02-17,"T04","Audífonos",899,25
2025-02-17,"T04","Reloj",2499,5
2025-02-17,"T04","Smartphone A",4999,15
2025-02-17,"T04","Smartphone B",7999,8
2025-02-17,"T04","Tablet",6499,3
2025-02-17,"T05","Audífonos",899,18
2025-02-17,"T05","Reloj",2499,11
2025-02-17,"T05","Smartphone A",4999,9
2025-02-17,"T05","Smartphone B",7999,4
2025-02-17,"T05","Tablet",6499,6
2025-02-17,"T06","Audífonos",899,25
2025-02-17,"T06","Reloj",2499,7
2025-02-17,"T06","Smartphone A",4999,14
2025-02-17,"T06","Smartphone B",7999,7
2025-02-17,"T06","Tablet",6499,4
2025-02-17,"T07","Audífonos",899,18
2025-02-17,"T07","Reloj",2499,11
2025-02-17,"T07","Smartphone A",4999,12
2025-02-17,"T07","Smartphone B",7999,3
2025-02-17,"T07","Tablet",6499,0
2025-02-17,"T08","Audífonos",899,16
2025-02-17,"T08","Reloj",2499,6
2025-02-17,"T08","Smartphone A",4999,14
2025-02-17,"T08","Smartphone B",7999,5
2025-02-17,"T08","Tablet",6499,1
2025-02-17,"T09","Audífonos",899,19
2025-02-17,"T09","Reloj",2499,13
2025-02-17,"T09","Smartphone A",4999,10
2025-02-17,"T09","Smartphone B",7999,9
2025-02-17,"T09","Tablet",6499,4
2025-02-17,"T10","Audífonos",899,17
2025-02-17,"T10","Reloj",2499,6
2025-02-17,"T10","Smartphone A",4999,9
2025-02-17,"T10","Smartphone B",7999,5
2025-02-17,"T10","Tablet",6499,3
2025-02-17,"T11","Audífonos",899,16
2025-02-17,"T11","Reloj",2499,8
2025-02-17,"T11","Smartphone A",4999,13
2025-02-17,"T11","Smartphone B",7999,5
2025-02-17,"T11","Tablet",6499,5
2025-02-17,"T12","Audífonos",899,17
2025-02-17,"T12","Reloj",2499,9
2025-02-17,"T12","Smartphone A",4999,11
2025-02-17,"T12","Smartphone B",7999,5
2025-02-17,"T12","Tablet",6499,5
2025-02-24,"T01","Audífonos",899,19
2025-02-24,"T01","Reloj",2499,5
2025-02-24,"T01","Smartphone A",4999,10
2025-02-24,"T01","Smartphone B",7999,4
2025-02-24,"T01","Tablet",6499,3
2025-02-24,"T02","Audífonos",899,15
2025-02-24,"T02","Reloj",2499,4
2025-02-24,"T02","Smartphone A",4999,13
2025-02-24,"T02","Smartphone B",7999,4
2025-02-24,"T02","Tablet",6499,6
2025-02-24,"T03","Audífonos",899,21
2025-02-24,"T03","Reloj",2499,7
2025-02-24,"T03","Smartphone A",4999,15
2025-02-24,"T03","Smartphone B",7999,12
2025-02-24,"T03","Tablet",6499,2
2025-02-24,"T04","Audífonos",899,26
2025-02-24,"T04","Reloj",2499,13
2025-02-24,"T04","Smartphone A",4999,17
2025-02-24,"T04","Smartphone B",7999,10
2025-02-24,"T04","Tablet",6499,5
2025-02-24,"T05","Audífonos",899,20
2025-02-24,"T05","Reloj",2499,6
2025-02-24,"T05","Smartphone A",4999,12
2025-02-24,"T05","Smartphone B",7999,6
2025-02-24,"T05","Tablet",6499,8
2025-02-24,"T06","Audífonos",899,14
2025-02-24,"T06","Reloj",2499,12
2025-02-24,"T06","Smartphone A",4999,12
2025-02-24,"T06","Smartphone B",7999,8
2025-02-24,"T06","Tablet",6499,6
2025-02-24,"T07","Audífonos",899,12
2025-02-24,"T07","Reloj",2499,7
2025-02-24,"T07","Smartphone A",4999,21
2025-02-24,"T07","Smartphone B",7999,8
2025-02-24,"T07","Tablet",6499,3
2025-02-24,"T08","Audífonos",899,20
2025-02-24,"T08","Reloj",2499,9
2025-02-24,"T08","Smartphone A",4999,10
2025-02-24,"T08","Smartphone B",7999,1
2025-02-24,"T08","Tablet",6499,9
2025-02-24,"T09","Audífonos",899,22
2025-02-24,"T09","Reloj",2499,6
2025-02-24,"T09","Smartphone A",4999,13
2025-02-24,"T09","Smartphone B",7999,8
2025-02-24,"T09","Tablet",6499,2
2025-02-24,"T10","Audífonos",899,14
2025-02-24,"T10","Reloj",2499,8
2025-02-24,"T10","Smartphone A",4999,9
2025-02-24,"T10","Smartphone B",7999,3
2025-02-24,"T10","Tablet",6499,3
2025-02-24,"T11","Audífonos",899,16
2025-02-24,"T11","Reloj",2499,5
2025-02-24,"T11","Smartphone A",4999,10
2025-02-24,"T11","Smartphone B",7999,9
2025-02-24,"T11","Tablet",6499,3
2025-02-24,"T12","Audífonos",899,22
2025-02-24,"T12","Reloj",2499,9
2025-02-24,"T12","Smartphone A",4999,14
2025-02-24,"T12","Smartphone B",7999,3
2025-02-24,"T12","Tablet",6499,6
2025-03-03,"T01","Audífonos",899,18
2025-03-03,"T01","Reloj",2499,7
2025-03-03,"T01","Smartphone A",4999,17
2025-03-03,"T01","Smartphone B",7999,2
2025-03-03,"T01","Tablet",6499,4
2025-03-03,"T02","Audífonos",899,19
2025-03-03,"T02","Reloj",2499,10
2025-03-03,"T02","Smartphone A",4999,8
2025-03-03,"T02","Smartphone B",7999,2
2025-03-03,"T02","Tablet",6499,2
2025-03-03,"T03","Audífonos",899,19
2025-03-03,"T03","Reloj",2499,6
2025-03-03,"T03","Smartphone A",4999,16
2025-03-03,"T03","Smartphone B",7999,9
2025-03-03,"T03","Tablet",6499,3
2025-03-03,"T04","Audífonos",899,21
2025-03-03,"T04","Reloj",2499,7
2025-03-03,"T04","Smartphone A",4999,11
2025-03-03,"T04","Smartphone B",7999,6
2025-03-03,"T04","Tablet",6499,6
2025-03-03,"T05","Audífonos",899,15
2025-03-03,"T05","Reloj",2499,5
2025-03-03,"T05","Smartphone A",4999,16
2025-03-03,"T05","Smartphone B",7999,5
2025-03-03,"T05","Tablet",6499,6
2025-03-03,"T06","Audífonos",899,16
2025-03-03,"T06","Reloj",2499,7
2025-03-03,"T06","Smartphone A",4999,17
2025-03-03,"T06","Smartphone B",7999,3
2025-03-03,"T06","Tablet",6499,6
2025-03-03,"T07","Audífonos",899,17
2025-03-03,"T07","Reloj",2499,5
2025-03-03,"T07","Smartphone A",4999,16
2025-03-03,"T07","Smartphone B",7999,5
2025-03-03,"T07","Tablet",6499,1
2025-03-03,"T08","Audífonos",899,26
2025-03-03,"T08","Reloj",2499,8
2025-03-03,"T08","Smartphone A",4999,15
2025-03-03,"T08","Smartphone B",7999,4
2025-03-03,"T08","Tablet",6499,6
2025-03-03,"T09","Audífonos",899,21
2025-03-03,"T09","Reloj",2499,4
2025-03-03,"T09","Smartphone A",4999,12
2025-03-03,"T09","Smartphone B",7999,4
2025-03-03,"T09","Tablet",6499,4
2025-03-03,"T10","Audífonos",899,18
2025-03-03,"T10","Reloj",2499,11
2025-03-03,"T10","Smartphone A",4999,8
2025-03-03,"T10","Smartphone B",7999,5
2025-03-03,"T10","Tablet",6499,3
2025-03-03,"T11","Audífonos",899,16
2025-03-03,"T11","Reloj",2499,10
2025-03-03,"T11","Smartphone A",4999,11
2025-03-03,"T11","Smartphone B",7999,7
2025-03-03,"T11","Tablet",6499,6
2025-03-03,"T12","Audífonos",899,16
2025-03-03,"T12","Reloj",2499,11
2025-03-03,"T12","Smartphone A",4999,13
2025-03-03,"T12","Smartphone B",7999,5
2025-03-03,"T12","Tablet",6499,5
2025-03-10,"T01","Audífonos",899,23
2025-03-10,"T01","Reloj",2499,9
2025-03-10,"T01","Smartphone A",4999,12
2025-03-10,"T01","Smartphone B",7999,5
2025-03-10,"T01","Tablet",6499,5
2025-03-10,"T02","Audífonos",899,16
2025-03-10,"T02","Reloj",2499,4
2025-03-10,"T02","Smartphone A",4999,18
2025-03-10,"T02","Smartphone B",7999,12
2025-03-10,"T02","Tablet",6499,4
2025-03-10,"T03","Audífonos",899,19
2025-03-10,"T03","Reloj",2499,8
2025-03-10,"T03","Smartphone A",4999,11
2025-03-10,"T03","Smartphone B",7999,6
2025-03-10,"T03","Tablet",6499,3
2025-03-10,"T04","Audífonos",899,20
2025-03-10,"T04","Reloj",2499,7
2025-03-10,"T04","Smartphone A",4999,8
2025-03-10,"T04","Smartphone B",7999,4
2025-03-10,"T04","Tablet",6499,6
2025-03-10,"T05","Audífonos",899,18
2025-03-10,"T05","Reloj",2499,9
2025-03-10,"T05","Smartphone A",4999,9
2025-03-10,"T05","Smartphone B",7999,6
2025-03-10,"T05","Tablet",6499,6
2025-03-10,"T06","Audífonos",899,24
2025-03-10,"T06","Reloj",2499,13
2025-03-10,"T06","Smartphone A",4999,12
2025-03-10,"T06","Smartphone B",7999,6
2025-03-10,"T06","Tablet",6499,2
2025-03-10,"T07","Audífonos",899,21
2025-03-10,"T07","Reloj",2499,17
2025-03-10,"T07","Smartphone A",4999,9
2025-03-10,"T07","Smartphone B",7999,9
2025-03-10,"T07","Tablet",6499,2
2025-03-10,"T08","Audífonos",899,16
2025-03-10,"T08","Reloj",2499,13
2025-03-10,"T08","Smartphone A",4999,7
2025-03-10,"T08","Smartphone B",7999,3
2025-03-10,"T08","Tablet",6499,3
2025-03-10,"T09","Audífonos",899,17
2025-03-10,"T09","Reloj",2499,4
2025-03-10,"T09","Smartphone A",4999,12
2025-03-10,"T09","Smartphone B",7999,4
2025-03-10,"T09","Tablet",6499,4
2025-03-10,"T10","Audífonos",899,13
2025-03-10,"T10","Reloj",2499,8
2025-03-10,"T10","Smartphone A",4999,3
2025-03-10,"T10","Smartphone B",7999,5
2025-03-10,"T10","Tablet",6499,7
2025-03-10,"T11","Audífonos",899,22
2025-03-10,"T11","Reloj",2499,9
2025-03-10,"T11","Smartphone A",4999,12
2025-03-10,"T11","Smartphone B",7999,7
2025-03-10,"T11","Tablet",6499,2
2025-03-10,"T12","Audífonos",899,18
2025-03-10,"T12","Reloj",2499,7
2025-03-10,"T12","Smartphone A",4999,7
2025-03-10,"T12","Smartphone B",7999,3
2025-03-10,"T12","Tablet",6499,2
2025-03-17,"T01","Audífonos",899,18
2025-03-17,"T01","Reloj",2499,7
2025-03-17,"T01","Smartphone A",4999,NA
2025-03-17,"T01","Smartphone B",7999,3
2025-03-17,"T01","Tablet",6499,0
2025-03-17,"T02","Audífonos",899,22
2025-03-17,"T02","Reloj",2499,11
2025-03-17,"T02","Smartphone A",4999,15
2025-03-17,"T02","Smartphone B",7999,6
2025-03-17,"T02","Tablet",6499,2
2025-03-17,"T03","Audífonos",899,17
2025-03-17,"T03","Reloj",2499,7
2025-03-17,"T03","Smartphone A",4999,6
2025-03-17,"T03","Smartphone B",7999,5
2025-03-17,"T03","Tablet",6499,3
2025-03-17,"T04","Audífonos",899,19
2025-03-17,"T04","Reloj",2499,9
2025-03-17,"T04","Smartphone A",4999,16
2025-03-17,"T04","Smartphone B",7999,7
2025-03-17,"T04","Tablet",6499,4
2025-03-17,"T05","Audífonos",899,20
2025-03-17,"T05","Reloj",2499,11
2025-03-17,"T05","Smartphone A",4999,5
2025-03-17,"T05","Smartphone B",7999,8
2025-03-17,"T05","Tablet",6499,7
2025-03-17,"T06","Audífonos",899,22
2025-03-17,"T06","Reloj",2499,6
2025-03-17,"T06","Smartphone A",4999,14
2025-03-17,"T06","Smartphone B",7999,6
2025-03-17,"T06","Tablet",6499,6
2025-03-17,"T07","Audífonos",899,25
2025-03-17,"T07","Reloj",2499,14
2025-03-17,"T07","Smartphone A",4999,14
2025-03-17,"T07","Smartphone B",7999,3
2025-03-17,"T07","Tablet",6499,3
2025-03-17,"T08","Audífonos",899,NA
2025-03-17,"T08","Reloj",2499,6
2025-03-17,"T08","Smartphone A",4999,8
2025-03-17,"T08","Smartphone B",7999,8
